X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
396217.890000001,138008.23,23199107,2023/12/07 16:24:19+00,DAY,KNIFE,THEFT/OTHER,1300 - 1699 BLOCK OF CONNECTICUT AVENUE NW,396217.89,138008.23,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,38.9099274291,-77.0436069637,DUPONT CIRCLE,2023/12/07 15:30:00+00,2023/12/07 16:01:00+00,699902354,
394303.82,137773.27,23199580,2023/12/08 12:07:17+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3248 - 3299 BLOCK OF O STREET NW,394303.82,137773.27,2,2E,2,206,Cluster 4,000202 2,000202,Precinct 6,38.9078005084,-77.0656738486,,2023/12/07 21:30:00+00,2023/12/08 10:10:00+00,699902355,
399742.859999999,143428.32,23199606,2023/12/12 12:44:08+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5651 - 5699 BLOCK OF 3RD STREET NE,399742.86,143428.32,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9587613319,-77.0029668034,,2023/12/08 12:51:00+00,2023/12/08 13:43:00+00,699902356,
397700.719999999,138916.02,23199749,2023/12/08 19:05:57+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF V STREET NW,397700.72,138916.02,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,38.9181102356,-77.0265132747,,2023/12/08 17:11:00+00,2023/12/08 17:15:00+00,699902357,
398704.210000001,138670.550000001,23200266,2023/12/10 01:29:07+00,EVENING,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF T STREET NW,398704.21,138670.55,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 20,38.9159010133,-77.0149414476,,2023/12/08 14:00:00+00,2023/12/08 20:45:00+00,699902358,
397874.850000001,142269.859999999,23200697,2023/12/10 07:20:07+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF DECATUR STREET NW,397874.85,142269.86,4,4D,4,407,Cluster 18,002201 2,002201,Precinct 55,38.9483230806,-77.0245157467,,2023/12/10 01:03:00+00,2023/12/10 06:30:00+00,699902359,
398046.539999999,142678.329999998,23201266,2023/12/11 16:25:02+00,DAY,OTHERS,THEFT F/AUTO,700 - 719 BLOCK OF GALLATIN STREET NW,398046.54,142678.33,4,4D,4,407,Cluster 18,002201 1,002201,Precinct 56,38.9520030888,-77.0225362929,,2023/12/11 14:00:00+00,2023/12/11 14:15:00+00,699902360,
398546.759999998,138840.050000001,23201591,2023/12/12 03:09:28+00,EVENING,GUN,ROBBERY,300 - 399 BLOCK OF ELM STREET NW,398546.76,138840.05,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,38.9174276791,-77.016757325,,2023/12/12 01:54:00+00,2023/12/12 01:56:00+00,699902361,
400954.630000003,137154.100000001,23201897,2023/12/12 18:45:12+00,DAY,OTHERS,THEFT/OTHER,1205 - 1299 BLOCK OF FLORIDA AVENUE NE,400954.63,137154.1,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9022407474,-76.9889944955,,2023/12/12 13:00:00+00,2023/12/12 16:00:00+00,699902362,
403638.939999998,135772.420000002,23202059,2023/12/12 23:22:35+00,EVENING,OTHERS,THEFT/OTHER,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2023/12/11 22:08:00+00,2023/12/12 22:50:00+00,699902363,
398809.619999997,134827.670000002,23202286,2023/12/13 07:44:18+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 299 BLOCK OF G STREET SW,398809.62,134827.67,6,6D,1,103,Cluster 9,010500 5,010500,Precinct 128,38.881283114,-77.0137193306,SOUTHWEST,2023/09/15 12:56:00+00,2023/09/15 13:00:00+00,699902364,
401218.899999999,136784.690000001,23203884,2023/12/16 05:54:10+00,MIDNIGHT,GUN,ROBBERY,1350 - 1399 BLOCK OF G STREET NE,401218.9,136784.69,6,6A,1,104,Cluster 25,008001 1,008001,Precinct 81,38.8989126433,-76.9859484999,,2023/12/16 03:20:00+00,2023/12/16 03:45:00+00,699902365,
397745.950000003,138975.43,23133709,2023/08/15 07:00:57+00,MIDNIGHT,OTHERS,ROBBERY,2100 - 2199 BLOCK OF 10TH STREET NW,397745.95,138975.43,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,38.9186455376,-77.0259919172,,2023/08/15 04:25:00+00,2023/08/15 04:28:00+00,699902411,
403283.200000003,139790.699999999,23133751,2023/08/15 08:01:08+00,MIDNIGHT,GUN,ROBBERY,3152 - 3195 BLOCK OF BERRY ROAD NE,403283.2,139790.7,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9259865092,-76.962136843,,2023/08/15 04:20:00+00,2023/08/15 06:20:00+00,699902412,
391696.789999999,141919.059999999,23134068,2023/08/15 20:15:31+00,EVENING,OTHERS,THEFT F/AUTO,4800 - 4899 BLOCK OF MASSACHUSETTS AVENUE NW,391696.79,141919.06,3,3E,2,202,Cluster 11,001003 3,001003,Precinct 30,38.945126307,-77.0957816153,,2023/08/15 14:00:00+00,2023/08/15 16:30:00+00,699902413,
398559.0,128329.550099999,23134174,2023/08/15 22:38:25+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,INTERSTATE 295 NORTHBOUND AND RAMP TO SHEPHERD PARKWAY SW SOUTHBOUND,398559,128329.5500625,8,8D,7,708,Cluster 44,010900 2,010900,Precinct 126,38.8227448662,-77.0165941547,,2023/08/11 19:00:00+00,2023/08/12 19:00:00+00,699902414,
400436.740000002,139847.129999999,23134407,2023/08/16 06:12:05+00,MIDNIGHT,GUN,ROBBERY,2700 - 2999 BLOCK OF 8TH STREET NE,400436.74,139847.13,5,5F,5,502,Cluster 21,009201 1,009201,Precinct 74,38.9265008734,-76.9949633059,,2023/08/16 04:05:00+00,2023/08/16 04:07:00+00,699902415,
398315.829999998,136609.420000002,23134995,2023/08/17 07:21:14+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,500 - 599 BLOCK OF F STREET NW,398315.83,136609.42,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 143,38.8973329796,-77.0194147108,DOWNTOWN,2023/08/16 23:00:00+00,2023/08/17 00:30:00+00,699902416,
393039,142375,23070580,2023/05/05 23:54:18+00,EVENING,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,393039,142375,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.949245201,-77.0803031975,,2023/05/05 23:17:00+00,2023/05/05 23:50:00+00,699902440,
400660,129046,23070749,2023/05/06 07:05:04+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,800 - 899 BLOCK OF CHESAPEAKE STREET SE,400660,129046,8,8E,7,706,Cluster 39,009700 1,009700,Precinct 125,38.8291999166,-76.9923989368,,2023/05/06 04:44:00+00,2023/05/06 06:00:00+00,699902441,
398779,134606,23070813,2023/05/06 08:31:17+00,MIDNIGHT,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF I STREET SW,398779,134606,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.8792861823,-77.0140718374,SOUTHWEST,2023/05/06 06:08:00+00,2023/05/06 07:23:00+00,699902442,
398374,135121,23085649,2023/05/31 02:07:01+00,EVENING,OTHERS,THEFT/OTHER,400 - 599 BLOCK OF SCHOOL STREET SW,398374,135121,6,6D,1,103,Cluster 9,010202 4,010202,Precinct 142,38.8839248462,-77.0187406185,SOUTHWEST,2023/05/30 19:30:00+00,2023/05/30 20:00:00+00,699902470,
400930.390000001,136927.66,23162080,2023/10/02 02:17:06+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF H STREET NE,400930.39,136927.66,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9002009211,-76.9892742544,,2023/10/02 00:13:00+00,2023/10/02 01:31:00+00,699902471,
396326.170000002,139306.489999998,23162735,2023/10/03 02:52:04+00,EVENING,OTHERS,BURGLARY,2400 - 2499 BLOCK OF 18TH STREET NW,396326.17,139306.49,1,1C,3,303,Cluster 1,003802 1,003802,Precinct 24,38.921623045,-77.0423654641,ADAMS MORGAN,2023/10/02 23:08:00+00,2023/10/03 00:40:00+00,699902472,
398680.5088,134351.575300001,23163462,2023/10/04 06:45:11+00,MIDNIGHT,GUN,ROBBERY,1100 - 1199 BLOCK OF 3RD STREET SW,398680.508796729,134351.575322109,6,6D,1,105,Cluster 9,010500 3,010500,Precinct 128,38.8769940825,-77.0152064449,SOUTHWEST,2023/10/04 01:24:00+00,2023/10/04 01:25:00+00,699902473,
401601.329999998,130970.75,23163924,2023/10/04 22:38:07+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,401601.33,130970.75,8,8C,7,704,Cluster 38,007404 2,007404,Precinct 117,38.8465377272,-76.9815533837,,2023/10/01 18:00:00+00,2023/10/01 21:00:00+00,699902474,
397823.780000001,141376.73,23164044,2023/10/05 03:43:20+00,MIDNIGHT,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2023/10/05 00:14:00+00,2023/10/05 01:36:00+00,699902475,
397610.109999999,137008.120000001,23164225,2023/10/05 14:06:56+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,397610.11,137008.12,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.9009229772,-77.0275514697,DOWNTOWN,2023/10/05 12:20:00+00,2023/10/05 12:35:00+00,699902476,
396480.289999999,140499.5,23164482,2023/10/05 21:45:44+00,EVENING,OTHERS,ROBBERY,1732 - 1799 BLOCK OF PARK ROAD NW,396480.29,140499.5,1,1D,3,302,Cluster 2,002703 2,002703,Precinct 40,38.9323706833,-77.0405943181,,2023/10/05 20:22:00+00,2023/10/05 21:21:00+00,699902477,
394895.399999999,140924.899999999,23164778,2023/10/06 12:17:40+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,,,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2023/10/06 11:34:00+00,2023/10/06 11:37:00+00,699902478,
407430.019900002,136119.688299999,23164816,2023/10/06 13:18:33+00,DAY,OTHERS,THEFT F/AUTO,6000 - 6099 BLOCK OF CLAY STREET NE,407430.019876848,136119.68828375,7,7C,6,608,Cluster 31,007808 2,007808,Precinct 96,38.8928915125,-76.9143538201,,2023/10/06 12:50:00+00,2023/10/06 13:20:00+00,699902479,
400384.289999999,140059.620000001,23165548,2023/10/07 17:43:59+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF IRVING STREET NE,400384.29,140059.62,5,5F,5,502,Cluster 21,009201 1,009201,Precinct 74,38.9284150744,-76.9955680654,,2023/10/07 17:41:00+00,,699902480,
400134.939999998,136507.780000001,23165711,2023/10/08 00:35:23+00,EVENING,OTHERS,THEFT/OTHER,500 - 511 BLOCK OF 6TH STREET NE,400134.94,136507.78,6,6C,1,104,Cluster 25,008301 2,008301,Precinct 84,38.8964189724,-76.9984444637,,2023/10/07 22:10:00+00,2023/10/07 23:21:00+00,699902481,
395499.25,139592.960000001,23166660,2023/10/09 18:08:13+00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.9241998122,-77.0519031245,,2023/10/09 15:57:00+00,2023/10/09 17:36:00+00,699902482,
397563.600000001,136543.5,23166912,2023/10/10 00:48:20+00,EVENING,OTHERS,THEFT/OTHER,500 - 599 BLOCK OF 12TH STREET NW,397563.6,136543.5,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8967373853,-77.0280860049,DOWNTOWN,2023/10/10 00:15:00+00,2023/10/10 00:25:00+00,699902483,
393839.710000001,139090.850000001,23166915,2023/10/10 01:12:21+00,EVENING,OTHERS,THEFT/OTHER,2200 - 2298 BLOCK OF WISCONSIN AVENUE NW,393839.71,139090.85,3,3B,2,204,Cluster 14,000300 1,000300,Precinct 11,38.9196665779,-77.0710366027,,2023/10/10 00:30:00+00,,699902484,
398426.390000001,138304.609999999,23167123,2023/10/10 20:01:10+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,422 - 499 BLOCK OF R STREET NW,398426.39,138304.61,2,2G,3,308,Cluster 7,004801 3,004801,Precinct 18,38.9126040496,-77.0181440855,,2023/10/09 22:00:00+00,2023/10/09 22:00:00+00,699902485,
398312.909999996,138595.359999999,23167209,2023/10/10 16:18:50+00,DAY,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF FLORIDA AVENUE NW,398312.91,138595.36,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9152230127,-77.0194532504,,2023/10/10 15:08:00+00,2023/10/10 16:18:00+00,699902486,
397497.509999998,137532.539999999,23167535,2023/10/11 03:08:15+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF M STREET NW,397497.51,137532.54,2,2F,3,307,Cluster 7,005004 1,005004,Precinct 17,38.9056468241,-77.0288514716,,2023/10/10 22:30:00+00,2023/10/10 22:40:00+00,699902487,
395541.25,137710.581999999,23168298,2023/10/12 14:06:19+00,DAY,OTHERS,THEFT F/AUTO,24TH STREET NW AND N STREET NW,395541.24997782,137710.58198123,2,2A,2,207,Cluster 5,005501 1,005501,Precinct 4,38.9072429415,-77.0514065523,,2023/10/12 03:00:00+00,2023/10/12 12:57:00+00,699902488,
395085.920000002,144029.010000002,23168559,2023/10/12 21:32:39+00,EVENING,OTHERS,THEFT F/AUTO,5500 - 5520 BLOCK OF UTAH AVENUE NW,395085.92,144029.01,4,3/4G,2,201,Cluster 10,001402 1,001402,Precinct 52,38.9641587899,-77.0567014634,,2023/10/12 21:02:00+00,,699902489,
397863.619999997,138792.329999998,23168662,2023/10/13 03:40:12+00,MIDNIGHT,OTHERS,THEFT/OTHER,900 - 931 BLOCK OF U STREET NW,397863.62,138792.33,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9169964065,-77.0246344704,,2023/10/13 00:15:00+00,2023/10/13 01:42:00+00,699902490,
399211.600000001,133853.100000001,23169950,2023/10/15 17:08:48+00,DAY,OTHERS,BURGLARY,1400 - 1499 BLOCK OF SOUTH CAPITOL STREET,399211.6,133853.1,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8725042548,-77.0090853253,CAPITOL RIVERFRONT,2023/10/15 16:17:00+00,2023/10/15 17:37:00+00,699902491,
401701.350000001,136862.760000002,23122059,2023/07/27 21:11:10+00,EVENING,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996151246,-76.9803866148,,2023/07/27 21:06:00+00,2023/07/27 21:11:00+00,699902492,
399819.846799999,128990.939399999,23122137,2023/07/27 23:25:21+00,EVENING,OTHERS,ROBBERY,4000 - 4399 BLOCK OF 3RD STREET SE,399819.846845786,128990.939381134,8,8D,7,708,Cluster 39,009810 1,009810,Precinct 125,38.8287041339,-77.0020747667,,2023/07/27 21:43:00+00,,699902493,
398055.460000001,138877.149999999,23122900,2023/07/29 07:06:57+00,MIDNIGHT,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF V STREET NW,398055.46,138877.15,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9177609384,-77.0224226151,,2023/07/29 03:39:00+00,2023/07/29 04:23:00+00,699902494,
396233.490000002,139879.52,23108941,2023/07/06 16:13:34+00,DAY,OTHERS,THEFT F/AUTO,2800 - 2999 BLOCK OF ADAMS MILL ROAD NW,396233.49,139879.52,1,1C,3,303,Cluster 1,003902 1,003902,Precinct 35,38.9267846889,-77.0434373651,,2023/06/19 16:30:00+00,2023/06/19 17:00:00+00,699902520,
397229.100000001,138753.34,23109135,2023/07/06 21:31:33+00,EVENING,OTHERS,THEFT/OTHER,1921 - 1999 BLOCK OF 14TH STREET NW,397229.1,138753.34,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9166434001,-77.0319509248,,2023/07/06 20:00:00+00,2023/07/06 21:07:00+00,699902521,
399995.6919,134294.3884,23109907,2023/07/08 09:49:10+00,MIDNIGHT,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF M STREET SE,399995.691933949,134294.388378056,8,8F,1,106,Cluster 27,007201 2,007201,Precinct 131,38.8764799099,-77.0000496478,CAPITOL RIVERFRONT,2023/07/08 01:25:00+00,2023/07/08 02:07:00+00,699902522,
403586.684900001,135264.674600001,23190247,2023/11/21 03:06:19+00,EVENING,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF DUBOIS PLACE SE,403586.684865281,135264.674554956,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,38.8852133094,-76.9586605729,,2023/11/20 21:19:00+00,2023/11/20 22:49:00+00,699902546,
398534.939999998,143062.559999999,23191162,2023/11/22 18:26:36+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF JEFFERSON STREET NW,398534.94,143062.56,4,4D,4,403,Cluster 18,002102 6,002102,Precinct 57,38.9554652859,-77.0169026368,,2023/11/14 18:00:00+00,2023/11/14 18:30:00+00,699902547,
394964.329999998,140772.690000001,23191324,2023/11/22 23:24:00+00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2023/11/22 22:55:00+00,,699902548,
404579.282700002,137347.1976,23193495,2023/11/27 17:36:00+00,DAY,OTHERS,THEFT F/AUTO,3500 - 3899 BLOCK OF JAY STREET NE,404579.282722203,137347.197628889,7,7D,6,601,Cluster 30,009602 2,009602,Precinct 100,38.9039688291,-76.9472062055,,2023/11/10 03:00:00+00,2023/11/10 13:00:00+00,699902549,
404105,139186,23193541,2023/12/01 15:12:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2400 BLOCK OF MARKET STREET NE,404105,139186,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,38.9205357239,-76.952663139,,2023/11/27 18:12:00+00,2023/11/27 19:20:00+00,699902550,
395448.700000003,139704.329999998,23193596,2023/11/28 01:04:58+00,EVENING,OTHERS,THEFT/OTHER,2650 - 2699 BLOCK OF CONNECTICUT AVENUE NW,395448.7,139704.33,3,3C,2,204,Cluster 15,000501 1,000501,Precinct 136,38.925202808,-77.0524868108,,2023/11/27 20:00:00+00,2023/11/27 21:04:00+00,699902551,
397162.060000002,140182.43,23194137,2023/11/28 21:02:26+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2023/11/28 19:44:00+00,2023/11/28 20:30:00+00,699902552,
396832.049999997,137923.780000001,23194154,2023/11/29 03:38:35+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF 16TH STREET NW,396832.05,137923.78,2,2B,2,208,Cluster 6,005303 1,005303,Precinct 15,38.9091691028,-77.0365254343,,2023/11/28 19:26:00+00,2023/11/28 20:34:00+00,699902553,
400518.359999999,141119.66,23194374,2023/11/29 04:21:46+00,MIDNIGHT,OTHERS,ROBBERY,900 - 999 BLOCK OF QUINCY STREET NE,400518.36,141119.66,5,5B,4,405,Cluster 20,009504 1,009504,Precinct 68,38.9379641674,-76.994021064,,2023/11/29 03:07:00+00,2023/11/29 03:15:00+00,699902554,
397330.130000003,138792.899999999,23194646,2023/11/29 18:49:02+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9170000824,-77.0307861136,,2023/11/29 15:27:00+00,2023/11/29 17:00:00+00,699902555,
401062.219999999,141449.350000001,23194761,2023/11/29 22:40:33+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1319 BLOCK OF MICHIGAN AVENUE NE,401062.22,141449.35,5,5B,4,405,Cluster 20,009503 3,009503,Precinct 67,38.9409336222,-76.9877474921,,2023/11/29 14:31:00+00,2023/11/29 21:54:00+00,699902556,
397507.600000001,145917.010000002,23195170,2023/11/30 19:26:21+00,DAY,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF HEMLOCK STREET NW,397507.6,145917.01,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,38.9811765459,-77.0287656029,,2023/11/30 15:41:00+00,2023/11/30 17:53:00+00,699902557,
396326.170000002,139306.489999998,23195523,2023/12/01 10:05:12+00,MIDNIGHT,OTHERS,THEFT/OTHER,2400 - 2499 BLOCK OF 18TH STREET NW,396326.17,139306.49,1,1C,3,303,Cluster 1,003802 1,003802,Precinct 24,38.921623045,-77.0423654641,ADAMS MORGAN,2023/12/01 06:30:00+00,2023/12/01 08:52:00+00,699902558,
404717.549999997,136203.41,23196267,2023/12/02 17:05:27+00,DAY,OTHERS,THEFT F/AUTO,4000 - 4099 BLOCK OF BENNING ROAD NE,404717.55,136203.41,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.8936644486,-76.9456200004,,2023/11/29 14:00:00+00,2023/11/29 18:00:00+00,699902559,
398091.68,140566.859999999,23196964,2023/12/04 00:12:42+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,500 - 699 BLOCK OF PARK ROAD NW,398091.68,140566.86,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,38.93298246,-77.0220096576,,2023/12/03 21:49:00+00,2023/12/03 22:30:00+00,699902560,
397630.869999997,143029.02,23209761,2023/12/28 04:11:48+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF JEFFERSON STREET NW,397630.87,143029.02,4,4D,4,403,Cluster 18,002101 5,002101,Precinct 56,38.9551611755,-77.0273329238,,2023/12/27 23:23:00+00,2023/12/28 00:45:00+00,699902572,
403569.549999997,135938.600000001,23209844,2023/12/28 05:12:32+00,MIDNIGHT,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF ALDEN PLACE NE,403569.55,135938.6,7,7D,,,Cluster 32,009604 1,009604,Precinct 101,38.8912843531,-76.958854565,,2023/12/28 04:19:00+00,,699902573,
396841.060000002,141376.550000001,23210560,2023/12/29 17:50:17+00,DAY,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF 16TH STREET NW,396841.06,141376.55,4,4E,4,404,Cluster 18,002600 1,002600,Precinct 47,38.9402727816,-77.0364374417,,2023/12/29 05:08:00+00,2023/12/29 05:11:00+00,699902574,
395707,136720,23072536,2023/05/09 08:24:03+00,MIDNIGHT,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF G STREET NW,395707,136720,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.8983202549,-77.0494893689,,2023/05/08 20:30:00+00,2023/05/08 21:00:00+00,699902599,
400384,137052,23073477,2023/05/10 21:47:33+00,EVENING,GUN,THEFT/OTHER,700 - 799 BLOCK OF I STREET NE,400384,137052,6,6A,5,501,Cluster 25,010602 2,010602,Precinct 83,38.9013214288,-76.9955730919,,2023/05/10 18:00:00+00,2023/05/10 21:30:00+00,699902600,
398012,145541,23073542,2023/05/10 23:03:57+00,EVENING,OTHERS,THEFT/OTHER,7200 - 7299 BLOCK OF 7TH STREET NW,398012,145541,4,4B,4,401,Cluster 17,010300 3,010300,Precinct 63,38.9777906515,-77.0229430673,,2023/05/10 21:40:00+00,,699902601,
399713,129661,23073815,2023/05/11 16:13:39+00,DAY,OTHERS,MOTOR VEHICLE THEFT,166 - 199 BLOCK OF MISSISSIPPI AVENUE SE,399713,129661,8,8D,7,707,Cluster 39,009803 2,009803,Precinct 124,38.8347403213,-77.0033055673,,2023/05/11 12:27:00+00,2023/05/11 13:12:00+00,699902602,
398505,138263,23074056,2023/05/11 21:29:25+00,EVENING,GUN,ROBBERY,1624 - 1699 BLOCK OF NEW JERSEY AVENUE NW,398505,138263,2,2G,3,308,Cluster 7,004801 3,004801,Precinct 18,38.9122293499,-77.0172376035,,2023/05/11 19:29:00+00,2023/05/11 20:39:00+00,699902603,
394450,137863,23074212,2023/05/12 01:03:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,394450,137863,2,2E,2,206,Cluster 4,000202 2,000202,Precinct 6,38.9086097622,-77.0639891987,GEORGETOWN,2023/05/12 00:00:00+00,2023/05/12 00:02:00+00,699902604,
400930,136398,23074461,2023/05/12 14:14:53+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF DUNCAN PLACE NE,400930,136398,6,6A,1,108,Cluster 25,008001 2,008001,Precinct 81,38.8954295526,-76.9892794675,,2023/05/12 04:00:00+00,2023/05/12 11:30:00+00,699902605,
393616,144377,23074505,2023/05/12 18:05:24+00,DAY,OTHERS,THEFT F/AUTO,5800 - 5839 BLOCK OF CHEVY CHASE PARKWAY NW,393616,144377,3,3/4G,2,201,Cluster 10,001401 2,001401,Precinct 50,38.967284114,-77.0736654741,,2023/05/12 13:45:00+00,2023/05/12 14:45:00+00,699902606,
400322,132462,23075349,2023/05/14 01:35:20+00,EVENING,OTHERS,THEFT F/AUTO,WADE ROAD SE AND SUMNER ROAD SE,400322,132462,8,8C,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8599729483,-76.9962900036,,2023/05/13 22:07:00+00,2023/05/13 22:22:00+00,699902607,
398186,137001,23075582,2023/05/14 08:14:42+00,MIDNIGHT,OTHERS,ROBBERY,600 - 699 BLOCK OF I STREET NW,398186,137001,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.9008602147,-77.0209123942,DOWNTOWN,2023/05/14 06:03:00+00,2023/05/14 06:49:00+00,699902608,
397228,138674,23077091,2023/05/16 19:34:14+00,EVENING,OTHERS,THEFT/OTHER,1900 - 1920 BLOCK OF 14TH STREET NW,397228,138674,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.9159286757,-77.0319632885,,2023/05/16 18:00:00+00,2023/05/16 18:15:00+00,699902609,
404028,132914,23077207,2023/05/17 19:24:54+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2000 - 2065 BLOCK OF 37TH STREET SE,404028,132914,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,38.864035588,-76.9535878366,,2023/05/16 21:29:00+00,2023/05/16 22:51:00+00,699902610,
403325,134086,23077468,2023/05/17 16:10:26+00,DAY,OTHERS,THEFT F/AUTO,3050 - 3199 BLOCK OF N STREET SE,403325,134086,7,7B,6,605,Cluster 34,009901 1,009901,Precinct 108,38.8745963784,-76.9616824033,,2023/05/16 20:00:00+00,2023/05/17 10:30:00+00,699902611,
399610,140102,23078228,2023/05/18 19:15:53+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,100 - 379 BLOCK OF MICHIGAN AVENUE NE,399610,140102,5,5E,4,405,Cluster 21,002302 2,002302,Precinct 44,38.9287968441,-77.0044978109,,2023/05/18 02:15:00+00,2023/05/18 15:00:00+00,699902612,
